Temperature (°C),Species,Individuals,Date of hatching,Date of molting,Stage,Date of measurement,Day (weekly),Body length (mm),Body weight (g),"Mortality (Y, N)"
28,Gryllus madagascariensis,61,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,62,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,63,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,64,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,65,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,66,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,67,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,68,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,69,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,70,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,71,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,72,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,73,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,74,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,75,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,76,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.011,N
28,Gryllus madagascariensis,77,30/11/23,30/12/23,L2,14/12/23,14,7,0.028,N
28,Gryllus madagascariensis,78,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,79,30/11/23,30/12/23,L2,14/12/23,14,6.5,0.017,N
28,Gryllus madagascariensis,80,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,81,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,82,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,83,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,84,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,85,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,86,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,87,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.011,N
28,Gryllus madagascariensis,88,30/11/23,30/12/23,L2,14/12/23,14,7,0.028,N
28,Gryllus madagascariensis,89,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,90,30/11/23,30/12/23,L2,14/12/23,14,6.5,0.017,N
28,Gryllus madagascariensis,91,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.012,N
28,Gryllus madagascariensis,92,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,93,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,94,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,95,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,96,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,97,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,98,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,99,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,100,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,101,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,102,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.011,N
28,Gryllus madagascariensis,103,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,104,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,105,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,106,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,107,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,108,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,109,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,110,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,111,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,112,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,113,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,114,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,115,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,116,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,117,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,118,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,119,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,120,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,121,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,122,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,123,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,124,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,125,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,126,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,127,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,128,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,129,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,130,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,131,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,132,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,133,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,134,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,135,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,136,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,137,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,138,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,139,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,140,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,141,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,142,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,143,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,144,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,145,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,146,30/11/23,30/12/23,L2,14/12/23,14,4.5,0.006,N
28,Gryllus madagascariensis,147,30/11/23,30/12/23,L2,14/12/23,14,6,0.012,N
28,Gryllus madagascariensis,148,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,149,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,150,30/11/23,30/12/23,L2,14/12/23,14,5.5,0.010,N
28,Gryllus madagascariensis,1,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,2,30/11/23,10/01/24,L3,21/12/23,21,5.5,0.011,N
28,Gryllus madagascariensis,3,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,4,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.022,N
28,Gryllus madagascariensis,5,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,6,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,7,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,8,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,9,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,10,30/11/23,10/01/24,L3,21/12/23,21,NA,NA,Y
28,Gryllus madagascariensis,11,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,12,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,13,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,14,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,15,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,16,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,17,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,18,30/11/23,10/01/24,L3,21/12/23,21,NA,NA,Y
28,Gryllus madagascariensis,19,30/11/23,10/01/24,L3,21/12/23,21,8,0.044,N
28,Gryllus madagascariensis,20,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.027,N
28,Gryllus madagascariensis,21,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,22,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,23,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,24,30/11/23,10/01/24,L3,21/12/23,21,8.5,0.038,N
28,Gryllus madagascariensis,25,30/11/23,10/01/24,L3,21/12/23,21,NA,NA,Y
28,Gryllus madagascariensis,26,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,27,30/11/23,10/01/24,L3,21/12/23,21,NA,NA,Y
28,Gryllus madagascariensis,28,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,29,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,30,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,31,30/11/23,10/01/24,L3,21/12/23,21,8,0.044,N
28,Gryllus madagascariensis,32,30/11/23,10/01/24,L3,21/12/23,21,NA,NA,Y
28,Gryllus madagascariensis,33,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,34,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,35,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,36,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,37,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,38,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,39,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,40,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,41,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,42,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,43,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,44,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,45,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,46,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,47,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,48,30/11/23,10/01/24,L3,21/12/23,21,8,0.043,N
28,Gryllus madagascariensis,49,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.027,N
28,Gryllus madagascariensis,50,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,51,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,52,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,53,30/11/23,10/01/24,L3,21/12/23,21,8.5,0.038,N
28,Gryllus madagascariensis,54,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,55,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,56,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,57,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,58,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,59,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,60,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,61,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,62,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,63,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,64,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,65,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,66,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,67,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,68,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,69,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,70,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,71,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,72,30/11/23,10/01/24,L3,21/12/23,21,8,0.042,N
28,Gryllus madagascariensis,73,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.027,N
28,Gryllus madagascariensis,74,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,75,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,76,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,77,30/11/23,10/01/24,L3,21/12/23,21,8.5,0.038,N
28,Gryllus madagascariensis,78,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,79,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,80,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,81,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,82,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,83,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,84,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,85,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,86,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,87,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,88,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,89,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,90,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,91,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,92,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,93,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,94,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,95,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,96,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,97,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,98,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,99,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,100,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,101,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,102,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,103,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,104,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,105,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,106,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,107,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,108,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,109,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,110,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,111,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,112,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,113,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,114,30/11/23,10/01/24,L3,21/12/23,21,8,0.042,N
28,Gryllus madagascariensis,115,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.027,N
28,Gryllus madagascariensis,116,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,117,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,118,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,119,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,120,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,121,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,122,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,123,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,124,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,125,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,126,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,127,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,128,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,129,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,130,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,131,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,132,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,133,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,134,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,135,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,136,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,137,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,138,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,139,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,140,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,141,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,142,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,143,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.020,N
28,Gryllus madagascariensis,144,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,145,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.017,N
28,Gryllus madagascariensis,146,30/11/23,10/01/24,L3,21/12/23,21,6,0.022,N
28,Gryllus madagascariensis,147,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,148,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,149,30/11/23,10/01/24,L3,21/12/23,21,6,0.011,N
28,Gryllus madagascariensis,150,30/11/23,10/01/24,L3,21/12/23,21,6.5,0.018,N
28,Gryllus madagascariensis,1,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.046,N
28,Gryllus madagascariensis,2,30/11/23,18/01/24,L4,28/12/23,28,8,0.044,N
28,Gryllus madagascariensis,3,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,4,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,5,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.046,N
28,Gryllus madagascariensis,6,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.046,N
28,Gryllus madagascariensis,7,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,8,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,9,30/11/23,17/01/24,L4,28/12/23,28,8,0.042,N
28,Gryllus madagascariensis,10,30/11/23,18/01/24,L4,28/12/23,28,NA,NA,Y
28,Gryllus madagascariensis,11,30/11/23,17/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,12,30/11/23,18/01/24,L4,28/12/23,28,8,0.043,N
28,Gryllus madagascariensis,13,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,14,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,15,30/11/23,18/01/24,L4,28/12/23,28,8,0.044,N
28,Gryllus madagascariensis,16,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,17,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,18,30/11/23,18/01/24,L4,28/12/23,28,NA,NA,Y
28,Gryllus madagascariensis,19,30/11/23,18/01/24,L4,28/12/23,28,10,0.115,N
28,Gryllus madagascariensis,20,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,21,30/11/23,18/01/24,L4,28/12/23,28,8,0.046,N
28,Gryllus madagascariensis,22,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,23,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,24,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,25,30/11/23,17/01/24,L4,28/12/23,28,NA,NA,Y
28,Gryllus madagascariensis,26,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,27,30/11/23,18/01/24,L4,28/12/23,28,NA,NA,Y
28,Gryllus madagascariensis,28,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,29,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,30,30/11/23,18/01/24,L4,28/12/23,28,8,0.042,N
28,Gryllus madagascariensis,31,30/11/23,18/01/24,L4,28/12/23,28,10,0.114,N
28,Gryllus madagascariensis,32,30/11/23,18/01/24,L4,28/12/23,28,NA,NA,Y
28,Gryllus madagascariensis,33,30/11/23,18/01/24,L4,28/12/23,28,8,0.042,N
28,Gryllus madagascariensis,34,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,35,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,36,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,37,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,38,30/11/23,18/01/24,L4,28/12/23,28,8,0.038,N
28,Gryllus madagascariensis,39,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,40,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,41,30/11/23,18/01/24,L4,28/12/23,28,8,0.04,N
28,Gryllus madagascariensis,42,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,43,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.044,N
28,Gryllus madagascariensis,44,30/11/23,18/01/24,L4,28/12/23,28,8,0.044,N
28,Gryllus madagascariensis,45,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,46,30/11/23,18/01/24,L4,28/12/23,28,8.5,0.045,N
28,Gryllus madagascariensis,47,30/11/23,18/01/24,L4,28/12/23,28,8,0.037,N
